Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000034219,Sept14,Gene Expression,0.000516626713261227,0.8839764539902859,0.9202274477569407,19,0.008481898799596507,19
ENSMUSG00000066273,Olfr33,Gene Expression,0.000513644914522185,0.8856179686029495,0.9213643822917741,25,0.010021457849510843,25
ENSMUSG00000049516,Spty2d1,Gene Expression,0.0005133040788230598,0.889587384380019,0.9241126771443517,1573,0.6212140976271507,1037
ENSMUSG00000061809,Tbpl2,Gene Expression,0.0005122461214530692,0.8842350811739277,0.9203311617747458,16,0.008947254431336244,16
ENSMUSG00000067006,Serpinb5,Gene Expression,0.0005042462722413452,0.8856562752889408,0.9213643822917741,20,0.011044039354958358,20
ENSMUSG00000030159,Clec1b,Gene Expression,0.0004929484836213612,0.8841319994411818,0.9202733677488033,15,0.008152123861001606,15
ENSMUSG00000109713,Pvrig,Gene Expression,0.0004907830680450681,0.8866762840285156,0.9222508221341944,18,0.010022336675594037,18
ENSMUSG00000041287,Sox15,Gene Expression,0.000479617416033848,0.8899724822671438,0.9243356462600845,31,0.012264968960901304,31
ENSMUSG00000047102,Tas2r139,Gene Expression,0.00047590092337276396,0.887511784875411,0.9225443623321247,13,0.006630888896542447,13
ENSMUSG00000032218,Ccnb2,Gene Expression,0.0004655641194877381,0.8947112341167973,0.9279117665889556,194,0.0913258023240006,186
ENSMUSG00000058126,Tpm3-rs7,Gene Expression,0.0004642946174557504,0.8927337223418648,0.926684707115795,40,0.018601578210618756,40
ENSMUSG00000000359,Rem1,Gene Expression,0.0004636034620651241,0.8943539230662967,0.9277693443676748,109,0.05141858211940131,99
ENSMUSG00000046438,Scgb2b24,Gene Expression,0.0004576090396820016,0.882265125761369,0.9192201310290736,12,0.006178621733429363,11
ENSMUSG00000023013,Aqp2,Gene Expression,0.00045169011796097614,0.8930753808973293,0.9269162145754585,29,0.015307269420249923,29
ENSMUSG00000086598,Btbd18,Gene Expression,0.0004454002814754169,0.8933868198296275,0.9270642789073383,25,0.011446932479791333,25
ENSMUSG00000066803,Vmn1r84,Gene Expression,0.0004419741199722249,0.8931483388377726,0.9269162145754585,22,0.013744197066940756,22
ENSMUSG00000060441,Trim5,Gene Expression,0.0004419474224427958,0.8944759497983423,0.9277964614084537,32,0.016406628278908805,31
ENSMUSG00000068758,Il3ra,Gene Expression,0.0004395984455455019,0.8979237934709925,0.9303753949376584,311,0.12920934997820469,289
ENSMUSG00000026774,4931423N10Rik,Gene Expression,0.0004362227177708807,0.8968477778663273,0.9295093293310392,47,0.017156484745522865,47
ENSMUSG00000057116,AF366264,Gene Expression,0.00043468440518569924,0.8964355126318932,0.9291984480057836,37,0.015986758491288815,36
ENSMUSG00000033024,Klra9,Gene Expression,0.00043244947257698607,0.8832651807691494,0.9196679101605821,12,0.0052152522602445526,11
ENSMUSG00000042861,Kcna10,Gene Expression,0.00042920148755767174,0.8931310114232802,0.9269162145754585,18,0.007070564378784557,18
ENSMUSG00000111814,Olfr896-ps1,Gene Expression,0.0004278015851958448,0.8880707314187088,0.9228863223912304,10,0.005871580466030147,10
ENSMUSG00000034709,Ppp1r21,Gene Expression,0.00042733710789384915,0.8993984503740837,0.9313879593685562,410,0.16804257999053368,368
ENSMUSG00000060726,Tmsb15a,Gene Expression,0.00042171167536090193,0.8956187657735899,0.9286334309499845,14,0.0060666987303128455,14
ENSMUSG00000066233,Tmem42,Gene Expression,0.0004208843322520738,0.9000609433597033,0.9316918628455191,288,0.11523403070729003,266
ENSMUSG00000036805,Noxa1,Gene Expression,0.00041569681075056647,0.8982044596081844,0.9305333491691845,28,0.013833371531800519,28
ENSMUSG00000005355,Casp14,Gene Expression,0.0004052163583586604,0.895416186990226,0.9284731313633848,11,0.005542420673960758,11
ENSMUSG00000075211,Olfr1006,Gene Expression,0.00040413039791997745,0.895276997166621,0.9284282969384519,12,0.005858175612043125,12
ENSMUSG00000028071,Sh2d2a,Gene Expression,0.0004025238861200565,0.8947309613760805,0.9279117665889556,14,0.00783791335985588,14
ENSMUSG00000061540,Orm2,Gene Expression,0.0004010046045533731,0.8973072981043051,0.9298859822702427,16,0.009181769223973388,16
ENSMUSG00000050332,Amer1,Gene Expression,0.00039788299339189,0.9022481375998066,0.933207159745134,115,0.04734374570533476,112
ENSMUSG00000038379,Ttk,Gene Expression,0.0003969977383529521,0.8994113809498985,0.9313879593685562,28,0.01422338537074468,27
ENSMUSG00000022598,Psca,Gene Expression,0.0003951611827588449,0.8995946296227879,0.9313879593685562,19,0.008546092188486357,19
ENSMUSG00000032028,Nxpe2,Gene Expression,0.0003896796894978446,0.8995022500812939,0.9313879593685562,24,0.010129559639891678,24
ENSMUSG00000037358,Dipk2b,Gene Expression,0.00038829769625959584,0.9028510640146656,0.9337309635961848,71,0.03774962499355307,71
ENSMUSG00000043939,A530064D06Rik,Gene Expression,0.00038747376173497755,0.9000409202741659,0.9316918628455191,19,0.009449616431532607,19
ENSMUSG00000030507,Dbx1,Gene Expression,0.0003866625625723476,0.8959961908920502,0.9289749952393761,13,0.005895116478605026,13
ENSMUSG00000030895,Hpx,Gene Expression,0.0003847997603877161,0.902089223315379,0.9331328836367007,37,0.018969319997178154,37
ENSMUSG00000023039,Krt7,Gene Expression,0.00038185493528767824,0.9004210353903628,0.9318153944852567,32,0.019693320352341035,31
ENSMUSG00000043807,Ly6g5b,Gene Expression,0.00037818903494772236,0.904209407262772,0.9345863616594117,93,0.03958219575356761,90
ENSMUSG00000076919,Traj9,Gene Expression,0.00036958367768102543,0.9017478225689628,0.9329389929085575,22,0.009522917188886083,22
ENSMUSG00000032342,Mto1,Gene Expression,0.00036735808619844544,0.9065400772800425,0.9363086095965442,1957,0.8100030733180555,1211
ENSMUSG00000046133,C130073F10Rik,Gene Expression,0.0003666793788919934,0.9013318816930798,0.9326083823196535,11,0.005878744043599275,11
ENSMUSG00000076572,Igkv18-36,Gene Expression,0.0003648851966855583,0.9014775962483685,0.9327092837146294,16,0.009778474325462451,16
ENSMUSG00000051452,Gm11437,Gene Expression,0.0003637002047111047,0.8982204920669887,0.9305333491691845,11,0.005747368595851057,11
ENSMUSG00000031329,Tsx,Gene Expression,0.0003592349441049908,0.9048658581965998,0.9349652457590154,34,0.010986012377065476,33
ENSMUSG00000067526,Olfr1425,Gene Expression,0.0003563864590709743,0.8897212081736834,0.9241524781588277,5,0.0017386708112311724,5
ENSMUSG00000056115,Tas2r134,Gene Expression,0.0003549422747992748,0.9052730285784321,0.9353360197036742,32,0.017227191787400634,31
ENSMUSG00000074593,Spint5,Gene Expression,0.00034785649806549066,0.9040892925103403,0.9345863616594117,14,0.00524987373952989,14
ENSMUSG00000024246,Thumpd2,Gene Expression,0.00034783044680785236,0.9086059405824589,0.9378782889989197,341,0.1410583318962135,319
ENSMUSG00000030402,Ppm1n,Gene Expression,0.00033977963013442425,0.9069670094411229,0.9365862095359984,23,0.01089504312721572,23
ENSMUSG00000052316,Lrrc15,Gene Expression,0.0003340749299368623,0.9041558193960515,0.9345863616594117,15,0.00744619921843744,15
ENSMUSG00000046095,Krt32,Gene Expression,0.0003308306854772529,0.9054320621749485,0.9354063485748948,20,0.010240205566774276,20
ENSMUSG00000070661,Rnf186,Gene Expression,0.0003295482961891024,0.90551828545853,0.9354395911062549,18,0.008128427706655166,17
ENSMUSG00000091144,Phf11c,Gene Expression,0.0003226564353503006,0.9110124596109361,0.9397608272063346,106,0.040279225611457505,100
ENSMUSG00000071281,Zfp65,Gene Expression,0.00031973445934618035,0.9117832342649153,0.940305310391401,220,0.09095026827408527,208
ENSMUSG00000047594,Olfr1122,Gene Expression,0.00031554020435781334,0.9087576745353778,0.9379848801327341,20,0.009851719377707272,20
ENSMUSG00000071769,Rhox3h,Gene Expression,0.00031334512249665635,0.908017878233601,0.9374712963922668,14,0.0056974418223842025,14
ENSMUSG00000024007,Ppil1,Gene Expression,0.00030818863383157185,0.9133565787057434,0.9411755330731387,788,0.32670313870232176,638
ENSMUSG00000090892,Vmn2r41,Gene Expression,0.00030644927968214147,0.9105859095398092,0.9394209681956706,21,0.013510131381753875,21
ENSMUSG00000047696,Ccdc144b,Gene Expression,0.00030611267466617225,0.9047531702142657,0.9348987265050444,9,0.006811508427203721,9
ENSMUSG00000054717,Hmgb2,Gene Expression,0.00030512571967849383,0.9121997115365628,0.9406345616057742,52,0.03135035081808528,51
ENSMUSG00000037161,Mgarp,Gene Expression,0.00030101707942047513,0.9091447537280122,0.9382843194573353,14,0.007501576099089758,14
ENSMUSG00000009588,St6galnac1,Gene Expression,0.0002985321922788323,0.9085863846716371,0.9378782889989197,11,0.004679203470943755,11
ENSMUSG00000042525,4933428M09Rik,Gene Expression,0.0002954070316889701,0.8943218934798929,0.9277693443676748,6,0.00446804651130237,6
ENSMUSG00000053835,H2-T24,Gene Expression,0.0002923897096082082,0.9147678107018149,0.9420734510800398,144,0.07668059170650579,139
ENSMUSG00000060878,Olfr1420,Gene Expression,0.0002895843244256042,0.9116571385291157,0.9402253754431596,21,0.010709044649638571,21
ENSMUSG00000075092,Olfr1232,Gene Expression,0.00028928397913201574,0.9066754925716656,0.936385106854887,12,0.006011193819374921,12
ENSMUSG00000078491,Gm13090,Gene Expression,0.00028871072733641984,0.9122964751285922,0.940684217108297,22,0.010742257939819175,22
ENSMUSG00000041237,Pklr,Gene Expression,0.00027300933049128137,0.9138806571775815,0.9414148023901073,22,0.013166888183281765,22
ENSMUSG00000061616,Olfr12,Gene Expression,0.00027237010908337143,0.9124951950760556,0.9407810976402322,16,0.009052350360733086,16
ENSMUSG00000062061,Obp2a,Gene Expression,0.0002708432257931699,0.9153777992373768,0.9423833393671656,33,0.016531088101917415,33
ENSMUSG00000022089,Bin3,Gene Expression,0.0002694912926355652,0.917782197485371,0.9437760287866996,401,0.15450464809010148,355
ENSMUSG00000092243,Gm7030,Gene Expression,0.00026824385651073624,0.9135908937407042,0.941316738135987,14,0.006090369677850328,14
ENSMUSG00000044724,Gpr152,Gene Expression,0.00026514915996514937,0.9160390362076778,0.9426346606769638,32,0.014837007593428767,32
ENSMUSG00000028024,Enpep,Gene Expression,0.0002592349693961509,0.9187043489066979,0.9445574012329897,174,0.07997269811459363,160
ENSMUSG00000117965,AC141477.1,Gene Expression,0.00025569582661899223,0.9174511468142539,0.9436361729019102,34,0.020041505238143433,34
ENSMUSG00000060470,Adgrg3,Gene Expression,0.0002545339648809127,0.915574352425921,0.9423833393671656,14,0.0075608997786608435,14
ENSMUSG00000024028,Tff2,Gene Expression,0.00024945315634137584,0.91755302408115,0.9436406505828993,22,0.0091280122908434,22
ENSMUSG00000039760,Il22ra2,Gene Expression,0.00024645359099623166,0.9152885841800087,0.9423635178256825,14,0.007049101520881028,13
ENSMUSG00000029726,Mepce,Gene Expression,0.00023870638654569513,0.9215082555595546,0.9464006666448284,2703,1.1411774254825364,1481
ENSMUSG00000044303,Cdkn2a,Gene Expression,0.000233717738166919,0.9205023104991701,0.9457188741123348,38,0.019237264611894206,37
ENSMUSG00000031725,Ces1f,Gene Expression,0.00023277357092351636,0.9189158748009385,0.9446281703272115,21,0.013709675877627822,21
ENSMUSG00000027409,1700020A23Rik,Gene Expression,0.0002320703446997557,0.9173949670298169,0.9436285426789103,13,0.006132745300678383,13
ENSMUSG00000036086,Zranb3,Gene Expression,0.000231883463749469,0.922181919258044,0.9467803409449866,480,0.19598359101032786,405
ENSMUSG00000009047,Gm5965,Gene Expression,0.00022841745709401167,0.9175116973559663,0.9436406505828993,15,0.008623717807472894,15
ENSMUSG00000040658,Dnph1,Gene Expression,0.0002260148129688995,0.9228029921188763,0.9471272078220363,296,0.1329258651751133,271
ENSMUSG00000026700,Tnfsf4,Gene Expression,0.00022408581180703954,0.9192013255020672,0.9448336990022842,13,0.006415097446149535,13
ENSMUSG00000044594,Serpinb3a,Gene Expression,0.0002221014304181893,0.9159513875123522,0.9426346606769638,9,0.0045910742993977415,9
ENSMUSG00000030359,Pzp,Gene Expression,0.0002179617214993818,0.9085315609410056,0.9378782889989197,9,0.0034735095047599635,9
ENSMUSG00000098678,Mroh6,Gene Expression,0.00021374793312067757,0.9221974028640447,0.9467803409449866,34,0.017334061189361934,34
ENSMUSG00000068587,Mgam,Gene Expression,0.00021288102341145636,0.920034946239852,0.9453892783748535,14,0.008954830844834867,14
ENSMUSG00000018168,Ikzf3,Gene Expression,0.00020955214317472666,0.9229076026875789,0.9471843406454192,38,0.018771363625371167,38
ENSMUSG00000020325,Fstl3,Gene Expression,0.0002088665732629078,0.9238400316477484,0.9477894445447292,57,0.023570154723408277,55
ENSMUSG00000071169,Defb46,Gene Expression,0.0002065116542562368,0.9224260107448603,0.9468480680081663,31,0.01898146196287652,31
ENSMUSG00000051900,Abca16,Gene Expression,0.000205962256796973,0.9132529747176543,0.9411193090665202,9,0.003207028216859096,9
ENSMUSG00000094734,Olfr799,Gene Expression,0.00020328443311892208,0.922110204680306,0.9467803409449866,21,0.007980529981146057,20
ENSMUSG00000049848,Ceacam19,Gene Expression,0.00020178877365281412,0.9204325269411209,0.9456973857905268,10,0.004158712448069901,10
ENSMUSG00000044501,Zfp758,Gene Expression,0.0001995409035494733,0.9258742078703135,0.9492724593751686,283,0.11135857603486629,256
ENSMUSG00000045328,Cenpe,Gene Expression,0.00019751278603891012,0.9219959458614548,0.9467507982760731,22,0.010228734720609724,22
ENSMUSG00000060913,Trim55,Gene Expression,0.0001950992990715781,0.9224331658824907,0.9468480680081663,13,0.005426429240316946,13
ENSMUSG00000059423,Zfp933,Gene Expression,0.00019156223730835818,0.9269775549671089,0.9501519938412866,1145,0.4621365336222816,838
ENSMUSG00000059108,Ifitm6,Gene Expression,0.00018932540375413986,0.9248746168081374,0.9484486028547017,24,0.012285614129223575,24
ENSMUSG00000076749,Tcrg-C1,Gene Expression,0.0001885960394964685,0.9231609440427497,0.9473438640956248,14,0.006171758507610139,14
ENSMUSG00000039097,Rln1,Gene Expression,0.0001881083981036879,0.9262644602808763,0.949536992775671,70,0.03377489134251405,69
ENSMUSG00000055194,Actbl2,Gene Expression,0.00018163636635898283,0.9242316618705482,0.9480907034465331,19,0.010355095488680365,19
ENSMUSG00000035395,Pet2,Gene Expression,0.0001706827441969197,0.9197938257353304,0.9451917011273425,9,0.004001374690964769,9
ENSMUSG00000068167,Csnka2ip,Gene Expression,0.00016509928002306803,0.9243630896910129,0.9481752629969512,13,0.0052464055811239415,13
ENSMUSG00000076911,Traj18,Gene Expression,0.00016095146721950142,0.9286088718274534,0.9515502376450058,34,0.020254157109478855,33
ENSMUSG00000036587,Fut7,Gene Expression,0.00016078903831613674,0.9294344581114367,0.9520651933819884,46,0.021181236070567905,45
ENSMUSG00000023132,Gzma,Gene Expression,0.00015846529123764706,0.9296518305582147,0.9521013958603254,59,0.025020074414917035,51
ENSMUSG00000032591,Mst1,Gene Expression,0.0001508605921303676,0.928636719107254,0.9515502376450058,20,0.009378941145684827,19
ENSMUSG00000092518,Fam71e2,Gene Expression,0.0001500251781059832,0.9285094618616689,0.9515206050596811,22,0.01567222353760179,22
ENSMUSG00000062551,Prl2c1,Gene Expression,0.0001471852366705413,0.9295809718281582,0.9521013958603254,22,0.011971607110461118,22
ENSMUSG00000024491,Rbm27,Gene Expression,0.00014452868064369703,0.9324783519752375,0.9539471296242494,1600,0.6458443966282433,1071
ENSMUSG00000021468,Sptlc1,Gene Expression,0.0001407142897202343,0.9329290761073827,0.9541297685672799,2801,1.1570592457396198,1484
ENSMUSG00000070856,Olfr1115,Gene Expression,0.0001407092347661796,0.92120350800319,0.9461378986773025,7,0.005800573956024653,7
ENSMUSG00000059169,Krt40,Gene Expression,0.00013430785516830668,0.9311035957022158,0.9531695294133136,26,0.01350395835359721,26
ENSMUSG00000021356,Irf4,Gene Expression,0.0001310934634508312,0.9299477540350825,0.9522381573674223,19,0.010887396076950736,19
ENSMUSG00000056025,Clca3a1,Gene Expression,0.00013053944703556166,0.9308749207930567,0.953036264267656,20,0.009779457572074577,20
ENSMUSG00000015890,Amdhd1,Gene Expression,0.0001259646324577111,0.9327326698358043,0.9540641773352831,28,0.01393423313909425,28
ENSMUSG00000028553,Angptl3,Gene Expression,0.0001223552523639394,0.931533104315396,0.953457906315732,14,0.00601060083041357,14
ENSMUSG00000117311,Esp22,Gene Expression,0.0001209004687813364,0.9319302666854714,0.9536663763743141,17,0.006948375300958413,17
ENSMUSG00000050704,2310061N02Rik,Gene Expression,0.00012076075077984886,0.9320389196334182,0.9537234122644834,17,0.007040498713828402,16
ENSMUSG00000051414,Olfr829,Gene Expression,0.00011715974419129944,0.9293078225426168,0.9519858653244784,7,0.00476136057404484,7
ENSMUSG00000036875,Dna2,Gene Expression,0.00011675306060205235,0.9350282606262992,0.9555191899266062,81,0.03736909420337744,76
ENSMUSG00000027863,Cd2,Gene Expression,0.0001148645968712174,0.9334941453926242,0.9545563382635701,25,0.01052898985544228,25
ENSMUSG00000029019,Nppb,Gene Expression,0.00011208976965884042,0.9328156417611044,0.9540641773352831,15,0.009072883151580896,15
ENSMUSG00000058071,Olfr818,Gene Expression,0.0001100761598193651,0.93186986530096,0.9536663763743141,18,0.009376225854077352,18
ENSMUSG00000083193,4930595D18Rik,Gene Expression,0.00010965856175009967,0.9348500837854548,0.9554093306355709,44,0.019485519484302362,44
ENSMUSG00000043308,Vmn1r75,Gene Expression,0.00010948611760991882,0.9325533173951814,0.9539471296242494,14,0.008043453866704147,14
ENSMUSG00000096485,Olfr1466,Gene Expression,0.00010818742939826613,0.9331288984482922,0.9542836993484833,18,0.008568972424449985,18
ENSMUSG00000062621,Olfr911-ps1,Gene Expression,0.000101029798540952,0.9227076700189907,0.9470796027478258,5,0.0015160369777522252,5
ENSMUSG00000079036,Alkbh1,Gene Expression,9.706909598460284e-05,0.937941672935128,0.9576757214091834,512,0.21675087442364718,454
ENSMUSG00000015247,Nipsnap3b,Gene Expression,9.6815883211775e-05,0.9379707756640374,0.9576757214091834,559,0.246554537147708,481
ENSMUSG00000055312,Them7,Gene Expression,9.503925013718139e-05,0.9323469318682454,0.9539377088672034,14,0.007219509877945209,14
ENSMUSG00000075074,Olfr1254,Gene Expression,9.366500635927398e-05,0.9340260236364128,0.9548709497020269,10,0.004534203686945705,10
ENSMUSG00000042774,Olfr1353,Gene Expression,8.833881580031147e-05,0.9369256825117875,0.9571044028699384,22,0.013347611337996288,22
ENSMUSG00000045091,Aqp12,Gene Expression,8.78968374530486e-05,0.93730851285199,0.957394402022153,27,0.01137415967141828,27
ENSMUSG00000043510,Hscb,Gene Expression,8.722131948619607e-05,0.9390948821232636,0.9583326422653241,545,0.22089332436960768,465
ENSMUSG00000037318,Traf3ip3,Gene Expression,8.287351628263885e-05,0.9389929242892554,0.9583056149586369,69,0.03285459111816914,66
ENSMUSG00000062868,Olfr830,Gene Expression,8.175724904277862e-05,0.9343392035956923,0.955038491150253,12,0.006804676237807914,12
ENSMUSG00000052271,Bhlha15,Gene Expression,8.04092225166362e-05,0.9376377591745462,0.9576296134444701,31,0.0152755774146184,31
ENSMUSG00000041567,Serpina12,Gene Expression,7.946007778525312e-05,0.9376164284479058,0.9576296134444701,24,0.01053210119343139,24
ENSMUSG00000043458,Pcdhb12,Gene Expression,7.941152555284282e-05,0.9399161070840507,0.9586129458631556,240,0.0917167696374724,227
ENSMUSG00000054200,Ffar4,Gene Expression,7.505694796759904e-05,0.938510248110479,0.9580211010495856,22,0.010696756841401193,22
ENSMUSG00000091649,Phf11b,Gene Expression,7.495557194696721e-05,0.9384957750624199,0.9580211010495856,24,0.012907358454055311,24
ENSMUSG00000090981,Olfr718-ps1,Gene Expression,7.31369352841441e-05,0.9361504510768195,0.9564134478533741,16,0.008713296405131778,16
ENSMUSG00000027855,Sycp1,Gene Expression,7.222387800143847e-05,0.9376946345693391,0.957637161232036,12,0.01108273462932069,12
ENSMUSG00000030160,Tmem52b,Gene Expression,6.805464978596647e-05,0.9389889047994511,0.9583056149586369,19,0.008217980351023745,19
ENSMUSG00000080907,4930455H04Rik,Gene Expression,6.456332134311231e-05,0.9392870457600746,0.9583645888424811,29,0.013016819797234435,28
ENSMUSG00000029866,Kel,Gene Expression,5.6622737190946675e-05,0.9397828770685859,0.9585786541072355,19,0.00992629501315856,18
ENSMUSG00000078420,Olfr141,Gene Expression,5.6413164271730045e-05,0.9394978456405576,0.9585176248859169,15,0.00666796653506822,15
ENSMUSG00000059230,Defb4,Gene Expression,5.1416474183167406e-05,0.9406342095755347,0.9589186758523809,20,0.010465262200459105,20
ENSMUSG00000061273,Mmgt1,Gene Expression,5.113432604965899e-05,0.9433630189663005,0.9611727037230443,1433,0.6026120908661684,996
ENSMUSG00000022755,Adgrg7,Gene Expression,4.6120472175251344e-05,0.9413594814300106,0.9595064091769495,19,0.011519622148995158,18
ENSMUSG00000024125,Sbpl,Gene Expression,4.5949458631523496e-05,0.940560266993909,0.9588938092332804,17,0.008490292052389891,17
ENSMUSG00000069430,Olfr9,Gene Expression,4.4129980733151446e-05,0.9413245927349421,0.9595064091769495,19,0.00980028358444019,19
ENSMUSG00000079418,Atg4a,Gene Expression,3.926929703504573e-05,0.9429794898899615,0.9608934447838173,22,0.009031135706834658,22
ENSMUSG00000030960,Eef1akmt2,Gene Expression,3.8516856077049265e-05,0.9448388277107895,0.9621912852633373,1294,0.5456484692902964,922
ENSMUSG00000028973,Abcb8,Gene Expression,3.3873738426394506e-05,0.9453910948690987,0.9626017293437229,1749,0.7016403851955981,1123
ENSMUSG00000051007,Gatd1,Gene Expression,3.2396382626046765e-05,0.9455692695648044,0.9627324935349132,3489,1.4363669737583997,1654
ENSMUSG00000024365,Cyp21a1,Gene Expression,3.217817441331189e-05,0.9434204777036004,0.9611727037230443,20,0.011789631991883084,20
ENSMUSG00000059687,Olfr108,Gene Expression,3.2091691702755134e-05,0.9434412725929737,0.9611727037230443,24,0.012320007633009934,24
ENSMUSG00000068289,Cma2,Gene Expression,2.969173111147559e-05,0.9403836492642079,0.9588147724215464,20,0.009377711518337021,20
ENSMUSG00000020018,Snrpf,Gene Expression,2.8535212425016322e-05,0.9460103584123667,0.9629282798230655,1524,0.6247199643704286,1053
ENSMUSG00000029707,Fscn3,Gene Expression,2.8035584104316982e-05,0.9430182050090048,0.9608934447838173,19,0.010823355693607926,18
ENSMUSG00000052955,Cpvl,Gene Expression,2.3767031874009106e-05,0.9442093933281008,0.9618539864023481,24,0.008855325572925867,24
ENSMUSG00000076476,Trbv20,Gene Expression,2.1706403301196694e-05,0.9258628227863259,0.9492724593751686,6,0.0024602698564705656,6
ENSMUSG00000073468,Sft2d1,Gene Expression,1.67975793376495e-05,0.94733457474322,0.963905429636976,555,0.2344900709678788,479
ENSMUSG00000034528,Hsd17b13,Gene Expression,1.5526509327287994e-05,0.9449231398807352,0.9622265103647646,20,0.0073757161918008175,20
ENSMUSG00000061099,Gapdhs,Gene Expression,1.530259811932076e-05,0.9451061802427378,0.9623622625655072,19,0.009724818335814454,19
ENSMUSG00000049010,Olfr982,Gene Expression,1.3542523408797944e-05,0.9445684503585732,0.9620619151739881,15,0.008615026508404497,15
ENSMUSG00000042351,Grap2,Gene Expression,1.2388336068648934e-05,0.9466921720971211,0.9634702558203253,39,0.01772447185971386,38
ENSMUSG00000078252,Krtap17-1,Gene Expression,9.498209999356015e-06,0.9461041671198007,0.9629731153475192,23,0.01148365483133942,23
ENSMUSG00000069717,Gm11568,Gene Expression,4.707421418447089e-06,0.9446123630746666,0.9620619151739881,11,0.005473925238951705,11
ENSMUSG00000037542,Aldh8a1,Gene Expression,3.6026928708264475e-06,0.9477296190888436,0.9640191110963101,41,0.01886933951864306,40
ENSMUSG00000073928,Olfr651,Gene Expression,3.5916334574457644e-06,0.9457813431769788,0.9627858452551189,16,0.007271589624956936,16
ENSMUSG00000035201,B020004J07Rik,Gene Expression,1.5610314253692589e-06,0.9466292883414511,0.9634569258432608,15,0.011588093231323949,15
ENSMUSG00000073893,Olfr472,Gene Expression,7.671666226172591e-07,0.9469074454204902,0.9636386665848405,23,0.009818422949437581,23
ENSMUSG00000049957,Ccdc137,Gene Expression,-1.2516409050531363e-06,0.9494419888696102,0.9655071659802783,615,0.24867079315116436,520
ENSMUSG00000028571,Cyp2j13,Gene Expression,-3.9945300288554725e-06,0.9474704286021971,0.963905429636976,21,0.009723518943927211,21
ENSMUSG00000070609,Aadacl4,Gene Expression,-1.6637817619623217e-05,0.9475182403877735,0.963905429636976,13,0.008425397918995174,13
ENSMUSG00000057191,AB124611,Gene Expression,-1.681218776208275e-05,0.9435604080245332,0.9612434731570209,8,0.004700118381981988,8
ENSMUSG00000091504,Vmn2r118,Gene Expression,-1.880139314371541e-05,0.9488335967361423,0.964964015296886,16,0.008309489543052863,16
ENSMUSG00000017747,Ghdc,Gene Expression,-2.11584627037558e-05,0.9517463283296304,0.9671681656640262,503,0.2196511141560958,429
ENSMUSG00000001494,Sost,Gene Expression,-2.460043152737164e-05,0.9510589211835894,0.966846619181804,46,0.02087134279608928,45
ENSMUSG00000031576,Kcnu1,Gene Expression,-3.0724354152130425e-05,0.9528294525053316,0.9677314771115344,302,0.12466876451960762,281
ENSMUSG00000032089,Il10ra,Gene Expression,-3.539975897861598e-05,0.953131867288924,0.967937022238416,131,0.06299705985297913,118
ENSMUSG00000019470,Xab2,Gene Expression,-3.6508693881149556e-05,0.9536039102601004,0.9682589453173024,1194,0.47781289883477424,880
ENSMUSG00000096593,Vmn2r54,Gene Expression,-3.6555931909055144e-05,0.9513915631316741,0.9671339775029761,16,0.00812853343824106,16
ENSMUSG00000056379,Taar1,Gene Expression,-4.1243695399060545e-05,0.9521259242976374,0.967245475096706,29,0.024292895430068358,29
ENSMUSG00000116376,Tmem249,Gene Expression,-4.300449233049106e-05,0.9527681549180513,0.9677200091310623,27,0.01465898091031031,26
ENSMUSG00000013083,2200002J24Rik,Gene Expression,-4.319519903742868e-05,0.9518749939663622,0.9671681656640262,20,0.011534419344533229,20
ENSMUSG00000014704,Hoxa2,Gene Expression,-4.630500238205524e-05,0.9527599511530569,0.9677200091310623,20,0.00920312673201956,20
ENSMUSG00000028751,Pla2g2e,Gene Expression,-4.92711561233263e-05,0.9521510076783923,0.967245475096706,13,0.006214393650145553,13
ENSMUSG00000054894,Dmac2l,Gene Expression,-6.114674242205942e-05,0.9564637882596396,0.9700861906346842,834,0.33589816563970165,668
ENSMUSG00000082361,Btc,Gene Expression,-6.425936602174526e-05,0.9563260963650442,0.9700598914925117,82,0.038773627550080667,78
ENSMUSG00000109449,Olfr1280,Gene Expression,-6.447277787947534e-05,0.9518742520270889,0.9671681656640262,15,0.009998581500314681,14
ENSMUSG00000058084,Olfr825,Gene Expression,-6.529051452422517e-05,0.9556796286418052,0.9697312576873,25,0.014192972565987779,25
ENSMUSG00000067299,Crygd,Gene Expression,-6.619621628742887e-05,0.9544826419643897,0.9689756711604358,14,0.008214953156992472,14
ENSMUSG00000037537,H2-M11,Gene Expression,-6.736162145850782e-05,0.9516275121468769,0.9671681656640262,8,0.003963088620835428,8
ENSMUSG00000040432,Ltb4r2,Gene Expression,-6.973399572182817e-05,0.9565335866594078,0.9700861906346842,51,0.024699465481607015,49
ENSMUSG00000074852,Hpse2,Gene Expression,-7.235017553512108e-05,0.9562138463941958,0.9700283382877246,25,0.014044180195313165,25
ENSMUSG00000071452,Serpinb9h,Gene Expression,-7.33019460319719e-05,9.768088423944832e-05,0.0001911152028916999,1,0.0036785501461393667,1
ENSMUSG00000049709,Nlrp10,Gene Expression,-7.626145284774075e-05,0.9572119053225296,0.9705641895961132,46,0.022384784862465958,46
